trip_id,driver_id,pickup_time,dropoff_time,pickup_location,fare_amount,status
fed5375e-217b-4fff-b3ff-7b062695da06,12,2025-07-03T17:57:09.908872,2025-07-03T18:54:09.908872,University,47.3,cancelled
2f2020f8-9076-4378-802a-ac68861f6930,46,2025-07-05T07:57:09.908886,2025-07-05T08:11:09.908886,Mall,30.99,no_show
ffbc7ce2-c08a-4997-86d9-6ea8359c3839,12,2025-07-03T21:57:09.908901,2025-07-03T22:29:09.908901,Airport,39.34,completed
c73ce908-b03d-415d-b959-e0f15b83db82,21,2025-07-04T20:57:09.908923,2025-07-04T21:35:09.908923,Downtown,39.32,completed
d816a7fc-6a84-44f5-97a6-f79cf6bfc8a0,27,2025-07-05T01:57:09.908937,2025-07-05T02:23:09.908937,Airport,67.05,no_show
6c79d83b-8aaa-45ce-be89-3bc0e0423c09,43,2025-07-05T11:57:09.908952,2025-07-05T12:13:09.908952,Airport,94.59,no_show
7d545615-5d19-4ced-8acb-36b0726ed824,33,2025-07-04T08:57:09.908967,2025-07-04T09:50:09.908967,Stadium,89.69,completed
0c7afe99-dc1d-4c9a-b9b5-aa930a814533,48,2025-07-03T15:57:09.908982,2025-07-03T16:10:09.908982,Downtown,86.8,cancelled
9b130175-b71c-4453-9311-9f3a128732bb,37,2025-07-04T17:57:09.908998,2025-07-04T18:32:09.908998,Airport,7.61,cancelled
c6d1e906-2a9b-4ee9-a257-6ae23174159a,3,2025-07-04T07:57:09.909016,2025-07-04T08:38:09.909016,Airport,64.28,completed
a99588c8-4159-4643-800a-556c1ba5e2e4,12,2025-07-04T20:57:09.909031,2025-07-04T21:22:09.909031,Downtown,43.23,no_show
92e83184-0451-4d4d-ac50-7d44d088c832,46,2025-07-05T03:57:09.909046,2025-07-05T04:06:09.909046,Downtown,33.61,completed
942fbad0-10dd-40f1-a30f-403f280f4533,37,2025-07-05T11:57:09.909060,2025-07-05T12:31:09.909060,Airport,20.83,completed
8c73ea8a-ced8-4812-99be-f1a8a27ad6b4,2,2025-07-05T03:57:09.909074,2025-07-05T04:03:09.909074,Mall,90.36,no_show
eff7c8ba-2285-4ded-ab2d-51c06d9edcc2,40,2025-07-04T21:57:09.909088,2025-07-04T22:47:09.909088,Downtown,20.42,no_show
7065c8bd-18e7-44e0-a9f0-5f2083c79beb,17,2025-07-04T05:57:09.909102,2025-07-04T06:05:09.909102,Downtown,21.86,completed
9a4e6cc9-93ac-4320-8e59-913a5dcf1ce9,19,2025-07-03T17:57:09.909115,2025-07-03T18:30:09.909115,University,6.23,completed
8cd6d7af-d17f-44ad-ad56-8f89fd65bcc6,21,2025-07-04T12:57:09.909129,2025-07-04T13:52:09.909129,Stadium,60.62,cancelled
e935f58f-a98b-4163-b368-ea307c37e02a,23,2025-07-04T06:57:09.909143,2025-07-04T07:04:09.909143,Airport,66.61,completed
c0c7b7af-c770-4216-8ded-a880e55ed5a2,18,2025-07-04T14:57:09.909157,2025-07-04T15:30:09.909157,University,10.69,cancelled
bb7bf118-6085-4292-b890-d1388116b571,38,2025-07-05T08:57:09.909171,2025-07-05T09:31:09.909171,Downtown,39.87,cancelled
67f6bb8a-2223-4984-8dcb-c99468e2f139,14,2025-07-05T11:57:09.909188,2025-07-05T12:10:09.909188,University,74.75,no_show
96da4d05-c08b-40c8-8c5d-0d79107ee74b,28,2025-07-05T00:57:09.909203,2025-07-05T01:26:09.909203,Stadium,36.73,cancelled
54b7f7d1-d046-46c3-b741-8307125b3cc9,26,2025-07-05T03:57:09.909216,2025-07-05T04:44:09.909216,University,5.48,cancelled
774816c0-5077-4335-9efe-ea4e2dca634e,26,2025-07-05T10:57:09.909229,2025-07-05T11:29:09.909229,Stadium,62.84,cancelled
6a6bf43b-602e-470f-8d42-5708164e44ea,37,2025-07-04T09:57:09.909243,2025-07-04T10:09:09.909243,Downtown,80.31,completed
f25f4b4e-7977-4398-a56b-0b967f5f18ae,34,2025-07-04T09:57:09.909257,2025-07-04T10:06:09.909257,Mall,98.99,no_show
82555aea-eb1d-4bff-b036-95a2cd435c86,14,2025-07-04T21:57:09.909278,2025-07-04T22:05:09.909278,Stadium,52.95,cancelled
5f91033a-fc4f-4b47-82fc-b2f72cc456b6,41,2025-07-05T10:57:09.909294,2025-07-05T11:38:09.909294,University,23.41,no_show
a459d0be-05a0-47d0-bb87-d640c514ef91,47,2025-07-04T11:57:09.909309,2025-07-04T12:22:09.909309,University,55.71,completed
7235ff84-388f-4086-be4c-f85e177b8750,39,2025-07-04T20:57:09.909324,2025-07-04T21:27:09.909324,Airport,35.68,cancelled
3de22a6e-43c0-4cdf-8181-c898ebf46643,19,2025-07-05T02:57:09.909339,2025-07-05T03:44:09.909339,Stadium,53.2,no_show
4a33fdeb-6ca6-4a18-88ca-ae790fd00de1,16,2025-07-05T01:57:09.909352,2025-07-05T02:03:09.909352,Stadium,59.69,completed
4dc32c3e-adb3-4986-a4b1-8912b0312a8e,25,2025-07-05T02:57:09.909366,2025-07-05T03:33:09.909366,Stadium,21.22,no_show
003f5e23-3559-46bf-884b-aab62705300a,48,2025-07-05T10:57:09.909381,2025-07-05T11:11:09.909381,Airport,20.93,cancelled
4f805afe-dda7-4839-bc21-7940a70390aa,20,2025-07-03T14:57:09.909395,2025-07-03T15:02:09.909395,Stadium,11.4,completed
ee1396cf-815c-48d1-aa62-fcd858bbab0e,31,2025-07-05T06:57:09.909410,2025-07-05T07:17:09.909410,Mall,56.13,no_show
7676e814-4994-4df6-ac5f-1bbabe90781e,26,2025-07-05T04:57:09.909425,2025-07-05T05:51:09.909425,Downtown,35.24,no_show
6a958c5c-5881-495d-8e8a-9eeb54cf5902,26,2025-07-05T10:57:09.909439,2025-07-05T11:54:09.909439,Airport,12.12,completed
963ca5b3-d6b3-4f7b-9437-aa2df18d122f,38,2025-07-03T19:57:09.909454,2025-07-03T20:02:09.909454,Stadium,6.44,no_show
72d09547-4103-4d87-a88d-7f02d8777598,50,2025-07-03T16:57:09.909470,2025-07-03T17:31:09.909470,University,46.3,cancelled
abe962a8-01e8-432f-bfc4-1205f4217060,6,2025-07-05T09:57:09.909485,2025-07-05T10:56:09.909485,Airport,73.54,no_show
4228926a-c67c-4e5a-98dd-6038cb9d1afe,45,2025-07-04T08:57:09.909500,2025-07-04T09:29:09.909500,Airport,44.42,cancelled
5c37c628-7c0e-4aec-9b17-d9b1293c91b3,38,2025-07-03T13:57:09.909514,2025-07-03T14:31:09.909514,Airport,60.14,cancelled
c35c1054-ce88-4ae3-8b91-f497f94f0f94,7,2025-07-05T12:57:09.909527,2025-07-05T13:42:09.909527,University,48.48,completed
dafef91d-4ecc-4472-9bd1-4ae339285076,25,2025-07-05T07:57:09.909542,2025-07-05T08:33:09.909542,University,94.93,cancelled
1a75a41e-68e2-4a2d-9e4a-b63737419dd1,37,2025-07-04T23:57:09.909555,2025-07-05T00:52:09.909555,Airport,22.51,cancelled
8cbb7c41-1adc-4ffe-a2ed-e349ba91e3f0,47,2025-07-03T20:57:09.909572,2025-07-03T21:08:09.909572,Downtown,91.55,no_show
fee0d5cf-2171-4412-84e5-57865efeaf3f,24,2025-07-04T03:57:09.909587,2025-07-04T04:38:09.909587,Stadium,87.44,cancelled
36d7ada2-054d-4104-881e-d5c9bebdc9b5,33,2025-07-05T09:57:09.909602,2025-07-05T10:02:09.909602,Airport,63.83,no_show
c14d1432-09b2-47d7-9979-ed9c753f9ffa,34,2025-07-04T23:57:09.909616,2025-07-05T00:57:09.909616,Stadium,38.82,cancelled
8d1a0a52-2f6a-4223-9801-07a4d9993ae9,22,2025-07-05T09:57:09.909636,2025-07-05T10:53:09.909636,Mall,17.72,cancelled
c4ab01d4-f4d9-49bb-8f5f-0c669d4a8132,14,2025-07-04T17:57:09.909653,2025-07-04T18:40:09.909653,University,14.93,completed
596faf0f-69ee-4613-baa5-bb4c139baa24,21,2025-07-04T19:57:09.909666,2025-07-04T20:04:09.909666,Downtown,10.9,completed
ec1d4d2b-fac4-4b34-805d-167b7bec80a7,8,2025-07-05T07:57:09.909680,2025-07-05T08:56:09.909680,Airport,70.88,completed
28b430c9-6ff9-4b85-97d1-ecd50c13bc75,41,2025-07-04T17:57:09.909694,2025-07-04T18:04:09.909694,Stadium,87.2,completed
7de49029-1625-45ce-8c72-09852a288261,25,2025-07-03T12:57:09.909837,2025-07-03T13:07:09.909837,Airport,80.38,no_show
31d01961-3c47-4d92-bc04-2849ae52b7c2,22,2025-07-05T05:57:09.909864,2025-07-05T06:09:09.909864,Stadium,70.01,no_show
daa56f47-402a-4afc-bec1-3794aee2a445,10,2025-07-03T22:57:09.909881,2025-07-03T23:26:09.909881,Downtown,52.45,cancelled
e0225456-2769-4239-8a88-62a7e548a6a7,36,2025-07-05T09:57:09.909895,2025-07-05T10:51:09.909895,Airport,87.94,no_show
e5c47fae-c4f3-4f29-a748-55730feb0f90,7,2025-07-04T23:57:09.909909,2025-07-05T00:34:09.909909,Downtown,65.79,cancelled
923464c3-00c4-4438-bb81-69f7edd20ccb,40,2025-07-04T06:57:09.909922,2025-07-04T07:51:09.909922,Mall,95.95,completed
b8a96dd0-89e7-48d6-83b9-dde2a48d3d58,22,2025-07-03T20:57:09.909935,2025-07-03T21:27:09.909935,Stadium,79.53,cancelled
79be7b31-6c5a-4739-bfe7-f4cca934c546,41,2025-07-04T07:57:09.909948,2025-07-04T08:48:09.909948,University,81.29,completed
550c4b3e-e492-4b6a-81cd-a3aad7aa0aba,7,2025-07-04T01:57:09.909960,2025-07-04T02:50:09.909960,Mall,23.59,completed
ff2a850d-8aa8-4786-8500-cf96b486f098,50,2025-07-05T06:57:09.909973,2025-07-05T07:04:09.909973,Stadium,66.38,no_show
50d3292b-81b5-4d84-8d7b-db6e469468b8,45,2025-07-03T14:57:09.909986,2025-07-03T15:41:09.909986,Downtown,84.91,completed
da3d546e-8b38-424b-9670-d923e0bfe4a3,25,2025-07-04T09:57:09.909999,2025-07-04T10:36:09.909999,Airport,29.89,cancelled
a6148469-a649-48b6-be0c-912625145b62,2,2025-07-05T03:57:09.910012,2025-07-05T04:12:09.910012,Airport,30.83,no_show
15821cc6-edaf-455c-831a-58d5fde86a4d,29,2025-07-04T03:57:09.910025,2025-07-04T04:28:09.910025,Airport,85.05,cancelled
4ba7f0bf-0069-4333-8332-e1e946766fa7,5,2025-07-04T13:57:09.910039,2025-07-04T14:45:09.910039,Stadium,68.5,completed
ee4a7940-9597-496f-a256-d5a5fc9307f8,22,2025-07-03T15:57:09.910052,2025-07-03T16:28:09.910052,Stadium,5.95,completed
b02ea052-533a-4801-93d7-539960e4e164,19,2025-07-04T18:57:09.910065,2025-07-04T19:57:09.910065,University,57.04,no_show
03defda3-a162-4c68-9cdc-ff9027b30ca4,15,2025-07-04T22:57:09.910079,2025-07-04T23:17:09.910079,Mall,9.91,cancelled
4d77870f-8346-4612-b99a-6c37a7675701,20,2025-07-04T21:57:09.910097,2025-07-04T22:33:09.910097,Mall,95.07,completed
ae9581b7-9861-439d-980b-5b3faeb6339c,7,2025-07-04T10:57:09.910111,2025-07-04T11:28:09.910111,Airport,19.83,no_show
be9e86fc-57e1-494d-a115-f86984100c28,45,2025-07-05T06:57:09.910125,2025-07-05T07:12:09.910125,Airport,69.09,no_show
f8e6555a-bc20-43e4-8aa8-8dbc99f093ea,39,2025-07-04T20:57:09.910153,2025-07-04T21:11:09.910153,Airport,7.97,cancelled
69ba7242-73da-4f8c-ba92-2a3a4924f144,26,2025-07-05T01:57:09.910183,2025-07-05T02:43:09.910183,Downtown,99.37,completed
d17ea584-7767-4b0f-8a83-17888eea933e,38,2025-07-04T16:57:09.910207,2025-07-04T17:20:09.910207,University,73.55,completed
831ffbe6-9f3c-47d1-8ab5-52cea1b05e92,3,2025-07-05T10:57:09.910228,2025-07-05T11:27:09.910228,Mall,13.95,cancelled
3d8d5dc0-6734-42e3-938b-6716dd81ee28,2,2025-07-03T20:57:09.910252,2025-07-03T21:44:09.910252,Downtown,43.04,cancelled
012e214c-99d2-42d3-8c9d-be5c2fad7e19,47,2025-07-04T21:57:09.910277,2025-07-04T22:23:09.910277,Airport,25.9,cancelled
81bcee25-495a-42fc-a731-aa68a3889fb6,47,2025-07-04T16:57:09.910305,2025-07-04T17:27:09.910305,Airport,77.91,completed
fed79936-086c-4470-841b-2de1f6c2bd98,17,2025-07-03T22:57:09.910330,2025-07-03T23:12:09.910330,Airport,14.28,no_show
a347bf49-29d2-41e9-9d30-ee7170af2066,20,2025-07-05T12:57:09.910360,2025-07-05T13:45:09.910360,Stadium,24.24,completed
fda67b63-f779-4e8e-9895-35a3bfdc0f35,27,2025-07-03T17:57:09.910386,2025-07-03T18:56:09.910386,Downtown,68.55,no_show
4d94e6e2-8423-4e2f-b127-968e31a516c1,44,2025-07-04T07:57:09.910408,2025-07-04T08:02:09.910408,Stadium,61.21,cancelled
95bfc670-cbec-4521-a2e8-b2e14c1a3ff1,45,2025-07-05T05:57:09.910431,2025-07-05T06:30:09.910431,Airport,64.88,cancelled
dba16458-44f2-49af-aa32-15f0ba51b33f,44,2025-07-03T20:57:09.910460,2025-07-03T21:46:09.910460,Downtown,88.42,no_show
b0ede03e-2d35-4625-a5f2-82b89812bfe3,40,2025-07-05T02:57:09.910482,2025-07-05T03:13:09.910482,University,51.66,completed
9690a1ea-c82b-4b64-b506-b64b01cfa87e,11,2025-07-03T14:57:09.910504,2025-07-03T15:26:09.910504,Downtown,41.86,cancelled
34c0785b-d16e-499e-bae4-334ff2176c0d,32,2025-07-03T19:57:09.910529,2025-07-03T20:17:09.910529,Airport,72.69,no_show
43fe611f-4d28-4233-9ac5-7d1a7d405602,11,2025-07-03T21:57:09.910555,2025-07-03T22:04:09.910555,Airport,73.69,cancelled
3386dde5-43d8-403b-912d-356ff62e81f0,12,2025-07-03T18:57:09.910581,2025-07-03T19:20:09.910581,Downtown,54.37,no_show
58102b96-470f-405c-8c0d-75af4eae38d5,44,2025-07-04T19:57:09.910603,2025-07-04T20:35:09.910603,Downtown,77.37,cancelled
8e649ed9-b34c-4cb2-9d8c-cc1d990ab8bd,19,2025-07-04T14:57:09.910625,2025-07-04T15:19:09.910625,University,70.92,no_show
c7cd3ed5-9a5f-4dcd-9294-ae9a8863cc5d,41,2025-07-04T21:57:09.910648,2025-07-04T22:23:09.910648,Mall,48.65,no_show
315fd865-0da7-4816-94ac-30feafaf7eff,8,2025-07-03T18:57:09.910669,2025-07-03T19:48:09.910669,Mall,79.49,cancelled
88074191-8bcd-40a4-b992-b0b7c892c875,46,2025-07-04T17:57:09.910690,2025-07-04T18:44:09.910690,Stadium,62.29,no_show
d2077298-a923-40b7-8a9f-8232f749ec62,15,2025-07-03T14:57:09.910711,2025-07-03T15:35:09.910711,University,28.43,no_show
713a2b64-e617-44c0-9cef-772b5d79e8e1,35,2025-07-04T17:57:09.910733,2025-07-04T18:44:09.910733,Downtown,94.46,completed
2db89416-3f64-4764-ad29-fb3f0bebd00f,17,2025-07-03T22:57:09.910747,2025-07-03T23:42:09.910747,Stadium,77.47,cancelled
708d97c9-8f20-4ff8-8bef-f23d03a3708d,33,2025-07-03T18:57:09.910762,2025-07-03T19:54:09.910762,Mall,15.87,no_show
f541aa4f-21d0-4aeb-b6df-9951a2c78180,41,2025-07-04T14:57:09.910775,2025-07-04T15:37:09.910775,Stadium,35.98,cancelled
cc79dfef-b735-49a1-bef4-e18dd74d43c9,2,2025-07-04T19:57:09.910788,2025-07-04T20:43:09.910788,Mall,73.03,no_show
fd8f5ff4-c1b2-4994-8cac-2b41cae15496,2,2025-07-03T12:57:09.910801,2025-07-03T13:06:09.910801,Stadium,60.77,cancelled
4c79a567-65c6-457c-aff3-9e18519b7940,2,2025-07-04T22:57:09.910819,2025-07-04T23:08:09.910819,Stadium,27.92,cancelled
3dc3e703-333e-476c-bc4c-f46c9a59bbcf,38,2025-07-04T15:57:09.910833,2025-07-04T16:49:09.910833,Stadium,6.9,cancelled
79e8162c-2f7e-46f7-9e97-a1ba423bf41e,5,2025-07-04T15:57:09.910847,2025-07-04T16:39:09.910847,University,23.48,no_show
53c4b140-7461-468b-a36b-2f21bc285f97,18,2025-07-03T23:57:09.910859,2025-07-04T00:38:09.910859,University,52.76,cancelled
348f01a7-be84-41bc-8cd7-7fd07fc944a5,29,2025-07-04T10:57:09.910873,2025-07-04T11:50:09.910873,Mall,84.33,cancelled
1f73ba2a-f344-449e-b4e2-18b49164aa4f,49,2025-07-03T20:57:09.910885,2025-07-03T21:44:09.910885,Airport,15.52,cancelled
e320fd9b-9c4a-40e6-be95-91ba0a48654a,5,2025-07-03T16:57:09.910899,2025-07-03T17:30:09.910899,University,28.1,cancelled
3504e05b-622e-4e50-9240-945e995c7de6,44,2025-07-04T14:57:09.910912,2025-07-04T15:54:09.910912,Stadium,56.79,cancelled
b5bcc341-4cee-44e3-8349-16236f1f191b,39,2025-07-03T21:57:09.910926,2025-07-03T22:17:09.910926,University,20.98,completed
ca3748e3-bb99-429d-a7b9-3ed8f79121fe,32,2025-07-04T19:57:09.910940,2025-07-04T20:12:09.910940,Downtown,35.22,no_show
232ad935-326c-4076-ae99-ad60d0424b0c,6,2025-07-04T21:57:09.910953,2025-07-04T22:46:09.910953,Downtown,17.26,no_show
981fd3e3-e00c-42b7-aeae-52d6f10183dd,38,2025-07-04T00:57:09.910966,2025-07-04T01:15:09.910966,Mall,57.93,completed
f9672813-cb24-4c7b-b598-b7d4d802fa9b,13,2025-07-04T14:57:09.910979,2025-07-04T15:13:09.910979,Downtown,89.06,completed
07de98f1-70e5-448f-b4fa-13b535d5ee3d,6,2025-07-03T23:57:09.910993,2025-07-04T00:14:09.910993,University,98.07,no_show
460e364f-54d7-41bf-905d-5ffb30c58245,35,2025-07-04T18:57:09.911009,2025-07-04T19:19:09.911009,Downtown,53.9,cancelled
9ab04917-3fec-4826-99c5-e028779f2635,6,2025-07-04T15:57:09.911023,2025-07-04T16:22:09.911023,Stadium,62.93,no_show
8f32aba2-a475-4139-9179-b138492b372c,33,2025-07-04T13:57:09.911037,2025-07-04T14:15:09.911037,Airport,67.52,no_show
78330040-3d76-40da-bb4f-822616159fe3,45,2025-07-04T01:57:09.911051,2025-07-04T02:27:09.911051,University,32.87,no_show
d3cb919a-f16c-421a-9f9f-0cc7e47f9928,40,2025-07-04T23:57:09.911064,2025-07-05T00:46:09.911064,Downtown,63.28,cancelled
81aa9be2-1fd3-4287-bfb8-54953876ca13,47,2025-07-03T16:57:09.911157,2025-07-03T17:09:09.911157,Airport,27.45,completed
a2ace5ca-7ac9-451a-8285-67b39eb66dc7,2,2025-07-05T05:57:09.911179,2025-07-05T06:17:09.911179,Stadium,19.58,completed
47c49ce5-5159-47fa-93df-76ea64008cfc,4,2025-07-04T12:57:09.911192,2025-07-04T13:39:09.911192,Downtown,90.51,cancelled
3d461f98-beef-4042-9a0e-018f4193583e,13,2025-07-05T12:57:09.911206,2025-07-05T13:31:09.911206,Downtown,6.71,cancelled
922fdc5b-9e08-4d02-a91b-0c1b5f26a2c2,1,2025-07-04T23:57:09.911219,2025-07-05T00:18:09.911219,Downtown,66.54,completed
aa171c12-a170-4283-a911-3dc782516a55,47,2025-07-04T05:57:09.911236,2025-07-04T06:38:09.911236,Downtown,89.21,no_show
8215b0b9-6d03-41c9-af3e-5f3032e15322,50,2025-07-03T17:57:09.911250,2025-07-03T18:26:09.911250,University,23.87,completed
04407957-4c9d-49c6-b24c-4b035dadbe67,49,2025-07-05T01:57:09.911263,2025-07-05T02:47:09.911263,Mall,54.59,no_show
38c57a46-e7d3-416c-bdb0-80e833fad3a0,48,2025-07-04T02:57:09.911276,2025-07-04T03:46:09.911276,University,75.6,no_show
0000684b-f1e0-4347-ba18-8e8da85e039a,39,2025-07-03T12:57:09.911290,2025-07-03T13:19:09.911290,Stadium,74.81,no_show
bfc651ed-41c3-48a3-8c98-d373a58ae303,23,2025-07-04T11:57:09.911303,2025-07-04T12:28:09.911303,Downtown,27.61,no_show
4dff97c1-b8d9-4c16-a1d1-37d2b693131e,22,2025-07-05T07:57:09.911316,2025-07-05T08:50:09.911316,Mall,41.81,cancelled
8ac72d75-63be-41f1-ab17-631f109a315f,42,2025-07-04T02:57:09.911328,2025-07-04T03:19:09.911328,Stadium,57.54,completed
851701d1-281b-476c-9f5f-4fb575e777a7,21,2025-07-04T00:57:09.911341,2025-07-04T01:43:09.911341,Airport,74.06,no_show
33fbeeb8-f457-48e5-96de-04a446b3a03f,41,2025-07-05T03:57:09.911354,2025-07-05T04:32:09.911354,Airport,80.51,no_show
c61c403c-16eb-43af-9fc1-2dfc2247b8f5,3,2025-07-04T05:57:09.911367,2025-07-04T06:38:09.911367,Airport,72.52,completed
06b472c2-585d-4424-8597-6cedcb183bb4,8,2025-07-05T02:57:09.911380,2025-07-05T03:12:09.911380,Stadium,50.14,completed
080cb7e7-6ffa-4227-9e7f-c1eb1412c85e,21,2025-07-04T07:57:09.911393,2025-07-04T08:44:09.911393,Airport,37.73,cancelled
a50ec7bc-8b92-467e-9bf4-11906e05b155,49,2025-07-05T09:57:09.911406,2025-07-05T10:43:09.911406,Stadium,26.65,no_show
9336c38f-f7e6-48e6-888d-2f3f4b5fe570,31,2025-07-04T15:57:09.911419,2025-07-04T16:45:09.911419,Mall,35.97,no_show
04521de4-0def-4ca0-aab3-ee426501533a,34,2025-07-03T15:57:09.911432,2025-07-03T16:32:09.911432,Airport,64.85,no_show
839b4416-a2ae-40a8-b1d0-2120a820498c,28,2025-07-03T21:57:09.911446,2025-07-03T22:32:09.911446,Downtown,51.53,no_show
6d91c923-d80c-465a-9740-800e55ee8f24,39,2025-07-03T16:57:09.911459,2025-07-03T17:54:09.911459,Stadium,70.11,cancelled
b59060eb-04d1-4a41-a325-6e1603a966c4,14,2025-07-05T07:57:09.911473,2025-07-05T08:35:09.911473,Mall,35.67,no_show
cedf624a-6a84-4bd4-8504-c6835ed9c40c,12,2025-07-04T20:57:09.911486,2025-07-04T21:22:09.911486,Mall,77.1,no_show
1b813fa3-fbd9-496f-b02d-693ceaa53f72,27,2025-07-04T03:57:09.911500,2025-07-04T04:29:09.911500,Stadium,65.2,cancelled
51b0a6b4-4001-4470-8a86-8a8ab3d75059,34,2025-07-04T16:57:09.911514,2025-07-04T17:46:09.911514,Mall,27.46,completed
a9ffbf67-1be2-43d6-a175-6a50354819f0,6,2025-07-03T17:57:09.911528,2025-07-03T18:22:09.911528,Airport,39.65,no_show
8d5d4421-e3ee-4585-9452-f73f85d617e2,6,2025-07-04T01:57:09.911541,2025-07-04T02:32:09.911541,Mall,89.28,completed
986edf0a-1be4-4161-8c67-6fb7771b2d3d,16,2025-07-03T21:57:09.911556,2025-07-03T22:54:09.911556,Stadium,6.69,completed
75599a3f-5189-44c3-8499-51206895a599,40,2025-07-03T21:57:09.911570,2025-07-03T22:40:09.911570,Airport,62.36,cancelled
79ad1e5c-1ccb-447b-8e45-cb4bc861b1a5,13,2025-07-03T23:57:09.911586,2025-07-04T00:37:09.911586,Mall,93.89,completed
e5846253-dc7b-4b67-b9b4-91a2ae039f1b,17,2025-07-03T23:57:09.911599,2025-07-04T00:05:09.911599,Downtown,82.86,completed
06db246f-cdd8-4746-b3cd-e0f5e010b050,22,2025-07-04T03:57:09.911613,2025-07-04T04:53:09.911613,Stadium,39.72,no_show
e47e7de8-e12e-4162-bf3c-4d8e5c43d515,29,2025-07-04T09:57:09.911628,2025-07-04T10:47:09.911628,Downtown,20.79,completed
5f6ef930-be33-4e43-ac5c-64e402e1b782,2,2025-07-03T15:57:09.911642,2025-07-03T16:02:09.911642,Airport,78.15,no_show
c5613cff-a350-47a3-8756-86cb4e25c63f,40,2025-07-04T11:57:09.911655,2025-07-04T12:35:09.911655,Mall,96.77,completed
ce78264e-9204-4541-9cda-bd303ef707ac,13,2025-07-04T03:57:09.911668,2025-07-04T04:04:09.911668,Mall,97.56,no_show
90dab371-2d73-485a-a64a-00482f71fdb1,15,2025-07-05T05:57:09.911681,2025-07-05T06:10:09.911681,Mall,16.92,cancelled
676b81aa-b8be-4531-9777-a678750ebd50,24,2025-07-03T17:57:09.911694,2025-07-03T18:06:09.911694,Airport,67.27,no_show
226d0cf4-e8bd-48aa-90d5-8d796e8cec37,34,2025-07-04T15:57:09.911706,2025-07-04T16:54:09.911706,Stadium,7.36,completed
8f3fc1ee-fb44-4e5e-989c-d756fb20147d,41,2025-07-04T22:57:09.911719,2025-07-04T23:56:09.911719,Downtown,71.7,completed
d4cb9b5b-bb76-4a3d-8d83-cc8a0b9bcb6e,35,2025-07-04T09:57:09.911732,2025-07-04T10:55:09.911732,Airport,37.51,no_show
ec40b766-13d7-4141-9f34-c70ff2f73b84,22,2025-07-04T10:57:09.911745,2025-07-04T11:20:09.911745,Mall,40.29,no_show
17846f54-be92-4799-8360-17e7652ab4da,41,2025-07-04T00:57:09.911758,2025-07-04T01:30:09.911758,Airport,14.9,no_show
e2d0ef0c-3c4b-4234-aca3-ac7c571ceac2,21,2025-07-04T12:57:09.911772,2025-07-04T13:37:09.911772,Airport,47.26,completed
5b3912d9-0229-4984-b8e1-5d9ffe6cacae,24,2025-07-03T15:57:09.911786,2025-07-03T16:14:09.911786,Stadium,5.26,no_show
a7e16bca-b7d7-49cd-bc7c-9545c3d3d3c2,28,2025-07-04T00:57:09.911799,2025-07-04T01:36:09.911799,Airport,65.15,cancelled
76b9498c-c5ad-4bc6-81c7-85133c1f9277,33,2025-07-03T21:57:09.911812,2025-07-03T22:08:09.911812,Downtown,78.41,completed
63be37d1-662f-4c7f-ae15-429ba4531515,43,2025-07-03T12:57:09.911826,2025-07-03T13:15:09.911826,Airport,14.43,no_show
29611998-f672-4257-a663-a0ad98cb8a22,15,2025-07-03T22:57:09.911838,2025-07-03T23:41:09.911838,Stadium,33.99,cancelled
